coreid,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Quaternary,Binary
0000[Co][sit]3[ASR]2,203.455,404.544,921.7712,906.9216,3235,7632,11966,13632,22,54,94,116,156,426,670,776,15.2479,41.0844,65.1668,82.3732,3.5344,32.336,23.0488,67.7176,729,1080,1998,2268,1,5,5.333333333,11.33333333,25,55,100,130,1.5876,4.599,6.4092,10.5924,0,-7.8,-2.233333333,-14.71333333,0,95,70,222,0,0,0,0,0,14,6.666666667,30.66666667,0,2.65,1.633333333,5.873333333,319.1691,663.714,1059.0756,1353.378,1371,2916,4344,4764,48,102,162,216,264,666,978,1128,21.2592,50.8662,76.8402,92.2872,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Co][stp]3[ASR]1,235.013,471.6864,966.7164,1942.5686,2694,6342,11976,13530,32,66,132,248,198,594,1020,1122,20.5974,46.845,94.062,149.325,3.5344,34.2912,60.2916,101.05,729,1134,2025,2997,1,6,12,22,36,108,216,306,1.5876,5.67,11.5668,17.3502,0,-6.96,-9.51,-12.39,0,120,249,483,0,0,0,0,0,18,36,81,0,3.06,5.94,13.95,206.2271,471.0062,738.5094,793.527,845,2030,2856,2472,32,70,110,126,180,452,666,662,13.7744,34.2966,51.0278,51.543,9.2416,16.2488,26.2808,14.44,49,87.5,98,49,1,2,3.5,2,4,11,15,8,0.5625,1.1475,1.56375,0.855,54.76,152.81,202.838921,116.972614,0,0.735,1.995,1.33,0,1.5,10.5,7,0,0,0,0,0,-1.5,-0.5,0,0,-0.03,0.54,0.36,0,-5.85,-1.510665,-1.00711,9.2416,23.256,45.8736,35.568,49,126,189,105,1,3,6,5,9,27,39,27,0.5625,1.7325,2.85,1.9875,54.76,250.86,372.325228,267.297842,0,1.47,3.15,3.5,0,3,15,20,0,0,0,0,0,0,5,6,0,-0.06,0.7,1.1,0,-11.7,-5.91422,0.87867,1,0
0000[Co][the]3[ASR]1,267.3288,539.392,1331.8464,1603.3152,4292,10176,20076,26112,29,72,140,208,212,608,1132,1472,20.1529,54.7792,101.256,151.256,3.5344,32.336,29.7792,96.7824,729,1080,2835,3240,1,5,7,16,25,60,135,180,1.5876,4.599,8.6436,14.9184,0,-7.8,-2.68,-21.4,0,95,84,312,0,0,0,0,0,13,8,44,0,2.65,1.96,8.32,319.1691,663.714,1059.0756,1353.378,1371,2916,4344,4764,48,102,162,216,264,666,978,1128,21.2592,50.8662,76.8402,92.2872,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[CoSi][nan]3[ASR]1,228.2936,452.5664,1071.3904,1215.2832,3371,8256,12444,13152,25,60,110,148,178,500,790,872,16.9666,45.1724,75.0822,96.068,3.5344,34.49173333,27.08453333,65.48666667,729,1152,1728,2196,1,5.333333333,6,11.33333333,28.66666667,64.66666667,116,148,1.5876,4.9056,6.6444,10.6596,0,-8.32,-3.126666667,-13.52666667,0,101.3333333,98,224.6666667,0,0,0,0,0,16.66666667,11.33333333,34,0,2.826666667,2.286666667,5.82,357.7888,722.772,1165.7708,1523.564,1732,3648,5744,6768,53,112,180,248,292,744,1124,1400,24.4004,58.4584,90.842,116.3032,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,7.7218,14.076,29.6828,44.872,130,192,392,440,1,2.5,5,9,8.5,25.5,50,67,0.93925,2.06745,4.1203,5.8517,709.69,872.925,1729.95,2418.310812,0,-0.855,-2.155,-2.91,0,17,33,86,0,0,0,0,0,1,3,14,0,0.76,1.54,4.68,0,49,101,229.17156,1,0
0000[Cu][acs]3[ASR]1,113.6266,183.696,413.148,526.32,1441,3360,4008,2880,13,24,42,60,66,168,192,120,8.6592,18.834,28.7382,33.726,3.61,39.216,29.07,64.296,841,1392,1044,1566,1,6,6,12,36,72,108,108,1.9044,6.0444,6.3756,9.108,0,-9.24,-3.9,-11.04,0,126,138,294,0,0,0,0,0,24,18,54,0,3.9,3.66,9.96,35.0097,46.308,53.9392,0,165,204,160,0,4,6,6,0,12,18,6,0,1.7956,2.8182,2.1462,0,11.8336,8.772,19.4016,0,64,48,72,0,1,1,2,0,1,3,2,0,0.5329,0.5621,0.803,0,28.09,59.89,51.977683,0,0,0.89,1.24,0,0,2,7,0,0,0,0,0,0,-2,0,0,0,-0.04,0.36,0,0,-6,0.79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000[Cu][apo]3[ASR]1,172.392,330.048,688.2868,930.368,2580,5628,7264,8224,20,44,76,112,120,308,428,512,13.9402,33.872,53.6868,70.3264,3.61,31.92,29.07,65.17,841,1131,1044,2204,1,5,6,12,25,55,90,155,1.9044,5.0646,6.3756,11.9508,0,-7.3,-3.9,-11.5,0,106,138,272,0,0,0,0,0,14,12,29,0,3.23,3.66,7.9,182.5676,367.506,590.2996,671.239,794,1620,2416,2398,26,54,86,100,140,342,480,516,11.4666,26.6882,39.4838,43.4768,11.3152,10.1184,22.7712,20.936,61,55.2,117.6,90.8,1,1.2,2.4,2.6,1.6,4.8,7.6,7.6,0.53882,0.68068,1.275,1.23686,33.424,81.36,121.4545228,139.2300912,0,0.908,1.076,2.194,0,2,3.2,8.2,0,0,0,0,0,-2,-2.2,-2.6,0,-0.04,0.036,0.236,0,-6.36,-5.781422,-8.065688,9.2416,23.256,46.9376,55.632,49,126,224,126,1,3,6,8,9,27,48,36,0.5625,1.7325,3.15,2.82,54.76,250.86,422.592614,367.355684,0,1.47,2.8,6.02,0,3,10,38,0,0,0,0,0,0,2,12,0,-0.06,0.3,2.24,0,-11.7,-12.70711,9.55734,1,0
0000[Cu][dia]3[ASR]1,113.7296,215.232,335.224,411.776,4616,10416,11320,9016,16,32,48,56,84,208,244,208,13.4012,30.1056,44.0828,45.6096,3.61,22.8,22.99,48.982,841,2436,1537,3132,1,4,5,10,16,40,64,96,1.9044,5.2164,6.1548,10.5432,0,-4.4,-2.6,-6.78,0,32,92,182,0,0,0,0,0,6,4,16,0,1.74,2.44,6.16,135.2332,294.831,432.916,473.735,2778,4136,3692,4276,22,46,68,78,114,272,348,310,10.8404,24.9288,33.8192,34.8546,9.2416,15.504,29.944,28.88,49,84,329,294,1,2,4,4,4,12,18,14,0.5625,1.155,2.3025,2.0025,54.76,167.24,414.452614,364.185228,0,0.98,2.31,2.66,0,2,-19,-14,0,0,0,0,0,-2,-1,1,0,-0.04,-0.07,0.33,0,-7.8,-26.40711,-19.61422,6.5025,13.005,20.757,32.8695,1156,1360,646,884,1,2,3,5,4,10,16,24,1.3456,2.2388,2.6564,3.9788,835.21,1161.78,867,1323.825479,0,0,-0.49,-0.14,0,28,83,144,0,0,0,0,0,-1,-2,-2,0,0.39,1.19,2.37,0,17.6,56.7,98.69289,1,0
0000[Cu][dia]3[ASR]2,84.7754,146.352,209.9612,299.472,1283,2268,2906,1632,11,20,28,36,48,112,126,88,7.6526,15.038,21.6936,20.482,3.61,24.624,29.07,60.724,841,870,1044,1682,1,4,6,12,16,40,72,96,1.9044,4.0848,6.3756,10.3776,0,-5.36,-3.9,-9.16,0,86,138,290,0,0,0,0,0,6,6,24,0,2.56,3.66,9.04,141.0554,295.188,461.0184,508.802,593,1272,1794,1610,21,44,68,80,112,276,388,376,9.0781,21.4984,31.2068,31.978,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,33.2396,26.556,56.5,87,150.5,100.5,1,2,4,3.5,5,15,21.5,16.5,0.5477,1.1473,1.9725,1.55585,41.425,155.375,230.152614,193.538921,0,1.18,2.02,2.64,0,2.5,8.5,12,0,0,0,0,0,-1,1.5,1,0,-0.05,0.33,0.51,0,-8.85,-5.95711,-5.560665,1,0
0000[Cu][eea]3[ASR]1,172.392,330.048,688.2868,930.368,2580,5628,7264,8224,20,44,76,112,120,308,428,512,13.9402,33.872,53.6868,70.3264,3.61,31.92,29.07,64.239,841,1131,1044,2175,1,5,6,12,25,55,90,150,1.9044,5.0646,6.3756,11.9784,0,-7.3,-3.9,-11.01,0,106,138,273,0,0,0,0,0,14,12,30,0,3.23,3.66,7.88,210.6785,436.254,693.2634,857.716,926,1956,2910,3106,31,66,104,134,170,426,620,692,14.0055,33.2794,49.98,58.2338,11.3152,10.1184,22.47328,21.3616,61,55.2,116.2,104.8,1,1.2,2.4,2.6,1.6,4.8,7.2,9.2,0.53882,0.68068,1.278,1.35686,33.424,81.36,127.2265228,159.3370456,0,0.908,1.174,2.054,0,2,3.4,6.2,0,0,0,0,0,-2,-2,-3.4,0,-0.04,0.032,0.076,0,-6.36,-6.561422,-10.782844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Cu][nbo]3[ASR]1,376.0554,952.6572,1915.6836,2599.5852,6960,13704,23292,32538,48,132,252,342,384,1116,2088,2700,35.421,97.6788,183.636,242.9004,3.61,23.864,35.777,59.337,841,841,1276,2813,1,4,7,11,16,44,84,128,1.9044,4.1124,7.383,12.3096,0,-4.96,-5.53,-10.33,0,87,159,222,0,0,0,0,0,5,7,12,0,2.54,4.31,6.26,89.8211,170.8482,239.829,199.661,434,810,1146,842,11,22,30,24,52,116,134,92,5.3683,11.4442,15.0334,11.2208,9.8896,14.5658,26.7658,26.6228,52.75,78.5,143.5,113.75,1,1.75,3,3,3.25,8.75,14,8,0.5551,0.999275,1.695,1.38375,48.0925,125.9725,187.755,126.777614,0,0.7125,0.7125,0.7625,0,1.5,1.5,5.75,0,0,0,0,0,-1.5,-2,1,0,-0.03,-0.03,0.385,0,-5.4,-5.4,2.96789,10.5376,14.95,19.5444,18.9544,56.5,52,105,101.5,1,2,2,2,5,9,8,9.5,0.5477,0.8473,1.11,1.1175,41.425,105.107614,98.75,108.41,0,1.53,0.445,0.645,0,7.5,1,1.5,0,0,0,0,0,1,0,-0.5,0,0.35,-0.02,-0.03,0,-2.05711,-3,-4.05,2,1
0000[Cu][pcu]3[ASR]1,153.5242,273.2352,497.724,1019.616,1645,3528,6498,5460,19,36,66,120,102,288,426,360,12.2118,26.1,48.9762,68.4,3.61,34.656,63.726,88.806,841,1218,2262,2436,1,6,12,18,36,108,180,252,1.9044,6.21,12.5856,15.6492,0,-6.84,-10.74,-12.54,0,132,270,438,0,0,0,0,0,18,42,66,0,3.78,7.44,13.5,100.8196,224.3616,330.9828,277.8408,442,1014,1320,840,14,30,44,40,74,178,244,184,6.2942,14.8942,20.5516,15.9624,9.2416,16.9936,23.6816,15.9296,49,91,98,56,1,2,3,2,4,10,14,8,0.5625,1.14,1.4175,0.84,54.76,138.38,171.732614,88.112614,0,0.49,1.33,0.84,0,1,7,6,0,0,0,0,0,-1,-1,0,0,-0.02,0.36,0.38,0,-3.9,-1.00711,2.89289,9.2416,20.8696,35.5224,23.8944,49,112,147,84,1,2.5,4.5,3,6.5,18.5,25,13,0.5625,1.42875,2.12625,1.26,54.76,180.19,257.598921,132.168921,0,0.735,1.995,1.26,0,1.5,10.5,9,0,0,0,0,0,-0.5,2.5,3,0,-0.03,0.54,0.57,0,-5.85,-1.510665,4.339335,1,0
0000[Cu][tbo]3[ASR]1,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,450.0007,967.266,1549.1346,2020.788,1861,4140,6144,6876,70,150,240,324,390,990,1464,1716,30.1686,73.689,111.8136,135.7908,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,23.256,46.512,86.64,49,126,252,294,1,3,6,12,9,27,54,72,0.5625,1.7325,3.465,5.13,54.76,250.86,501.72,701.835684,0,1.47,2.94,7.98,0,3,6,42,0,0,0,0,0,0,0,12,0,-0.06,-0.12,2.16,0,-11.7,-23.4,-6.04266,1,0
0000[Cu][tbo]3[ASR]2,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Cu][tbo]3[ASR]3,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Cu][ths]3[ASR]1,113.6266,222.711,518.412,421.056,1441,3576,4584,2304,13,30,54,48,84,216,312,192,8.6592,22.3914,35.4834,26.9808,3.61,39.216,29.07,39.216,841,1392,1044,1392,1,6,6,6,36,72,108,72,1.9044,6.0444,6.3756,6.0444,0,-9.24,-3.9,-9.24,0,126,138,126,0,0,0,0,0,24,18,24,0,3.9,3.66,3.9,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,28.09,59.89,87.98,56.18,0,0.89,0.89,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,-0.04,-0.04,0,0,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Cu][ths]3[ASR]2,113.6266,222.711,518.412,421.056,1441,3576,4584,2304,13,30,54,48,84,216,312,192,8.6592,22.3914,35.4834,26.9808,3.61,39.216,29.07,39.216,841,1392,1044,1392,1,6,6,6,36,72,108,72,1.9044,6.0444,6.3756,6.0444,0,-9.24,-3.9,-9.24,0,126,138,126,0,0,0,0,0,24,18,24,0,3.9,3.66,3.9,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,28.09,59.89,87.98,56.18,0,0.89,0.89,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,-0.04,-0.04,0,0,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Cu][ths]3[ASR]3,70.3498,127.68,152.6046,186.048,1204,1722,2598,1008,10,18,24,24,42,90,96,72,7.1493,13.14,19.6836,13.86,3.61,17.328,29.07,54.15,841,609,1044,1218,1,3,6,12,9,27,54,72,1.9044,3.105,6.3756,9.4392,0,-3.42,-3.9,-5.7,0,66,138,306,0,0,0,0,0,0,0,12,0,1.89,3.66,9.72,122.2282,268.821,406.22,458.812,466,1080,1400,1288,20,42,64,76,106,258,352,360,8.1492,19.8506,27.9072,28.9716,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0000[Dy][tsi]3[ASR]1,223.01,328.0384,1060.44,1522.544,9912,15936,25048,18432,26,52,112,184,168,500,712,652,19.0874,47.6252,85.2808,116.5664,1.4884,29.3776,23.2654,68.7226,4356,3696,7128,8646,1,7,8,19,49,112,196,343,2.7889,8.5337,11.7902,23.8643,0,-15.54,-9.31,-33.15,0,406,420,1123,0,0,0,0,0,33,28,84,0,6.58,6.3,17.44,82.6804,159.4102,234.4204,247.6514,373,712,970,782,11,22,32,34,54,126,152,112,4.9731,10.9354,14.834,13.2178,11.8336,8.772,19.2296,30.5816,64,48,104,116,1,1,2,3.5,1,3,5.5,7,0.5329,0.5621,1.1096,1.51475,28.09,59.89,99.11,134.9415245,0,0.89,1.29,3.15,0,2,3,13.5,0,0,0,0,0,-2,-3.5,-3.5,0,-0.04,-0.06,0.48,0,-6,-8.1,-6.910665,9.2416,20.3376,29.3056,24.8976,49,94.5,143.5,105,1,2.5,3.5,3,6.5,15,18.5,12.5,0.5625,1.27875,1.84125,1.4025,54.76,155.056307,223.136307,156.192614,0,0.91,1,0.93,0,4,4,6,0,0,0,0,0,0.5,1,2.5,0,0.17,0.17,0.38,0,-2.453555,-4.253555,1.09289,1,0
0000[Eu][sqc]3[ASR]1,196.9032,393.879,1554.154,1190.037,8994,19008,23578,17112,22,66,158,154,286,1048,1430,1192,16.7828,61.467,105.1656,103.5986,1.44,36.084,16.74,37.512,3969,4410,5859,4347,1,9,6,11,81,216,216,252,2.8224,11.1048,9.2904,13.2888,0,-19.27,-6.75,-18.06,0,497,285,624,0,0,0,0,0,57,30,71,0,8.51,4.55,10.57,83.0244,131.631,188.4004,175.845,402,624,832,546,10,18,24,24,42,90,88,64,4.777,9.1938,11.2792,9.2568,11.24125556,10.46916667,19.66192222,15.87027778,60.88888889,57.33333333,104.2222222,54.44444444,1,1.222222222,2,2,1.888888889,4.333333333,4.888888889,4.888888889,0.539566667,0.690433333,1.070866667,0.837266667,39.15666667,80.73222222,98.05114922,94.31575633,0,0.593333333,0.83,1.932222222,0,1.333333333,2.333333333,8.555555556,0,0,0,0,0,-1.333333333,-1.555555556,-1.555555556,0,-0.026666667,0.008888889,0.328888889,0,-4,-4.578567778,-3.873776667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0000[Eu][tsi]3[ASR]1,222.9132,326.112,1058.9152,1521.168,9138,15264,23770,17952,26,52,112,184,168,500,712,652,19.1544,47.8296,85.5634,116.7124,1.44,28.896,22.86,67.596,3969,3528,6615,8253,1,7,8,19,49,112,196,336,2.8224,8.5848,11.8776,24.0072,0,-15.68,-9.45,-33.53,0,385,399,1066,0,0,0,0,0,33,28,85,0,6.65,6.37,17.63,82.6804,159.4102,234.4204,247.6514,373,712,970,782,11,22,32,34,54,126,152,112,4.9731,10.9354,14.834,13.2178,11.8336,8.772,19.2296,30.5816,64,48,104,116,1,1,2,3.5,1,3,5.5,7,0.5329,0.5621,1.1096,1.51475,28.09,59.89,99.11,134.9415245,0,0.89,1.29,3.15,0,2,3,13.5,0,0,0,0,0,-2,-3.5,-3.5,0,-0.04,-0.06,0.48,0,-6,-8.1,-6.910665,9.2416,20.3376,29.3056,24.8976,49,94.5,143.5,105,1,2.5,3.5,3,6.5,15,18.5,12.5,0.5625,1.27875,1.84125,1.4025,54.76,155.056307,223.136307,156.192614,0,0.91,1,0.93,0,4,4,6,0,0,0,0,0,0.5,1,2.5,0,0.17,0.17,0.38,0,-2.453555,-4.253555,1.09289,1,0
0000[Fe][acs]3[ASR]1,202.8985,399.384,984.1086,1039.0176,3076,7392,12408,14016,22,54,102,132,156,426,726,840,15.1726,40.8654,70.8438,91.0164,3.3489,31.476,25.3638,69.0276,676,1040,1976,2288,1,5,6,12,25,55,110,140,1.5625,4.5625,6.975,11.15,0,-8.05,-2.88,-15.76,0,90,80,224,0,0,0,0,0,14,8,32,0,2.6,1.92,6.08,177.0894,355.011,557.1304,682.442,768,1560,2272,2360,26,54,84,108,138,342,484,524,11.5274,26.8422,39.4612,45.1084,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
